,team,player,position,tour,place,prize,start,end,startelo32,startelo64,startglickorating,startglickomu,startglickophi,startglickosigma,startglicko2rating,startglicko2mu,startglicko2phi,startglicko2sigma,endelo32,endelo64,endglickorating,endglickomu,endglickophi,endglickosigma,endglicko2rating,endglicko2mu,endglicko2phi,endglicko2sigma
0,Infamous,Peru,1,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,1041.2931024339618,1062.625674211187,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,,1040.728738647684,1061.769752506768,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,
1,Infamous,Papita,2,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,1041.2931024339618,1062.625674211187,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,,1040.728738647684,1061.769752506768,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,
2,Infamous,StingeR,3,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,1041.2931024339618,1062.625674211187,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,,1040.728738647684,1061.769752506768,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,
3,Infamous,Scofield,4,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,1041.2931024339618,1062.625674211187,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,,1040.728738647684,1061.769752506768,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,
4,Infamous,Masoku,5,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,1041.2931024339618,1062.625674211187,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,,1040.728738647684,1061.769752506768,898.1024081813346,1686.2027650416073,,315.2401427441091,1568.2382437486897,1713.7311747750941,58.197172410561805,
5,OG,7ckngMad,1,Galaxy Battles II: Emerging Worlds,4,"$45,000",2018-01-19,2018-01-21,1250.6081818173338,1361.3269021248225,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,,1192.690604741762,1237.686994650838,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,
6,OG,Resolut1on,2,Galaxy Battles II: Emerging Worlds,4,"$45,000",2018-01-19,2018-01-21,1250.6081818173338,1361.3269021248225,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,,1192.690604741762,1237.686994650838,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,
7,OG,KheZu,3,Galaxy Battles II: Emerging Worlds,4,"$45,000",2018-01-19,2018-01-21,1250.6081818173338,1361.3269021248225,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,,1192.690604741762,1237.686994650838,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,
8,OG,JerAx,4,Galaxy Battles II: Emerging Worlds,4,"$45,000",2018-01-19,2018-01-21,1250.6081818173338,1361.3269021248225,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,,1192.690604741762,1237.686994650838,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,
9,OG,Fly,5,Galaxy Battles II: Emerging Worlds,4,"$45,000",2018-01-19,2018-01-21,1250.6081818173338,1361.3269021248225,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,,1192.690604741762,1237.686994650838,1838.9903830314363,2049.632961155402,,84.2570312495863,1834.714538822127,1941.074922161003,42.5441533355504,
10,TNC Pro Team,Raven,1,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
11,TNC Pro Team,Kuku,2,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
12,TNC Pro Team,Philippines,3,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
13,TNC Pro Team,Tims,4,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
14,TNC Pro Team,1437,5,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1119.5254661523272,1179.712584124081,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,,1105.8983690984257,1153.1777134806152,1778.1859561327367,1969.0204283348917,,76.33378888086203,1778.0046517344138,1878.3419862871551,40.13493382109651,
15,Evil Geniuses,Arteezy,1,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389864,1176.8430111011298,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070544,1205.7977327002625,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
16,Evil Geniuses,Fear,2,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389864,1176.8430111011298,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070544,1205.7977327002625,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
17,Evil Geniuses,Suma1L,3,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389864,1176.8430111011298,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070544,1205.7977327002625,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
18,Evil Geniuses,Denmark,4,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389864,1176.8430111011298,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070544,1205.7977327002625,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
19,Evil Geniuses,MiSeRy,5,Galaxy Battles II: Emerging Worlds,2,"$85,000",2018-01-19,2018-01-21,1119.8114891389864,1176.8430111011298,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,,1142.2985849070544,1205.7977327002625,1834.7432734658305,2072.7481215475814,,95.20193923270035,1854.0796245963663,1967.345267409968,45.30625712544067,
20,Team Spirit,Illidan,1,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589217,1028.555886679442,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.6427900462188,1128.2981563519397,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
21,Team Spirit,ILTW,2,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589217,1028.555886679442,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.6427900462188,1128.2981563519397,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
22,Team Spirit,DkPhobos,3,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589217,1028.555886679442,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.6427900462188,1128.2981563519397,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
23,Team Spirit,Fng,4,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589217,1028.555886679442,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.6427900462188,1128.2981563519397,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
24,Team Spirit,Biver,5,Galaxy Battles II: Emerging Worlds,3,"$60,000",2018-01-19,2018-01-21,1017.3448542589217,1028.555886679442,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,,1055.6427900462188,1128.2981563519397,1629.9470303224575,1855.3537947940094,,90.16270578862074,1657.357454857369,1774.0532674143567,46.67832502279505,
25,PaiN Gaming,HFn,1,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.910607345096,1247.5197281563824,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071284,1196.4054516462454,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
26,PaiN Gaming,W33,2,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.910607345096,1247.5197281563824,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071284,1196.4054516462454,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
27,PaiN Gaming,Tavo,3,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.910607345096,1247.5197281563824,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071284,1196.4054516462454,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
28,PaiN Gaming,KINGRD,4,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.910607345096,1247.5197281563824,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071284,1196.4054516462454,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
29,PaiN Gaming,Duster,5,Galaxy Battles II: Emerging Worlds,5,"$35,000",2018-01-19,2018-01-21,1128.910607345096,1247.5197281563824,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,,1106.5718018071284,1196.4054516462454,1614.1598998284235,1799.44898509555,,74.11563410685056,1539.6365705432486,1672.9058777375703,53.30772287772871,
30,VGJ.Thunder,Sylar,1,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.12976568298,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.431537376544,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
31,VGJ.Thunder,Kamma,2,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.12976568298,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.431537376544,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
32,VGJ.Thunder,Yang,3,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.12976568298,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.431537376544,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
33,VGJ.Thunder,Pain,4,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.12976568298,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.431537376544,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
34,VGJ.Thunder,Ayo,5,Galaxy Battles II: Emerging Worlds,1,"$200,000",2018-01-19,2018-01-21,1182.38114317147,1271.12976568298,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,,1204.2918174424674,1326.431537376544,1898.3338303128733,2021.7588654399506,,49.3700140508309,1828.5822185250881,1929.6124459028833,40.41209095111808,
35,PG.Barracx,Indonesia,1,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36,PG.Barracx,Indonesia,2,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37,PG.Barracx,Indonesia,3,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,PG.Barracx,Indonesia,4,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,PG.Barracx,Indonesia,5,Galaxy Battles II: Emerging Worlds,7,"$20,000",2018-01-19,2018-01-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41209095111808,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,Evil Geniuses,Arteezy,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.375959148789,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526753,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
41,Evil Geniuses,Fear,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.375959148789,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526753,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
42,Evil Geniuses,SumaiL,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.375959148789,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526753,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
43,Evil Geniuses,Denmark,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.375959148789,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526753,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
44,Evil Geniuses,MISERY,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1110.1742498803474,1144.375959148789,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,,1104.2248647421254,1148.3619091526753,1762.1207156701296,2039.0781898809464,,110.78298968432672,1848.4656332865518,1963.7162391565835,46.10024234801267,
45,Team Secret,Ace,1,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721393,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.546870654925,1343.8668949693088,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
46,Team Secret,MidOne,2,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721393,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.546870654925,1343.8668949693088,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
47,Team Secret,Fata,3,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721393,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.546870654925,1343.8668949693088,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
48,Team Secret,YapzOr,4,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721393,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.546870654925,1343.8668949693088,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
49,Team Secret,Puppey,5,Captains Draft 4.0,1,"$108,000",2018-01-04,2018-01-07,1200.6485723101032,1294.5077506721393,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,,1229.546870654925,1343.8668949693088,1897.446626534872,2137.6145677847126,,96.06717649993627,1924.9305190807927,2027.1338905370935,40.88134858252032,
50,CompLexity Gaming,Chessie,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348304,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
51,CompLexity Gaming,Limmp,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348304,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
52,CompLexity Gaming,Moo,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348304,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
53,CompLexity Gaming,Zfreek,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348304,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
54,CompLexity Gaming,Melonzz,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1056.861507859536,1083.6268578348304,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,,1039.058213237299,1058.5703860449603,1663.8020348334096,1931.139468665914,,106.93497353300175,1760.7269021009054,1863.6439000610721,41.16679918406673,
55,PaiN Gaming,HFn,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273904,1037.797494591355,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.3370256375557,1000.9912483085054,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
56,PaiN Gaming,KINGRD,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273904,1037.797494591355,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.3370256375557,1000.9912483085054,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
57,PaiN Gaming,Tavo,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273904,1037.797494591355,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.3370256375557,1000.9912483085054,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
58,PaiN Gaming,Duster,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273904,1037.797494591355,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.3370256375557,1000.9912483085054,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
59,PaiN Gaming,PAADA,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1023.8195724273904,1037.797494591355,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,,999.3370256375557,1000.9912483085054,1370.471337944862,1671.679253662734,,120.4831662871488,1442.226060201076,1607.5176457477735,66.11663421867897,
60,OG,N0tail,1,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526857,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
61,OG,Resolut1on,2,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526857,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
62,OG,S4,3,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526857,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
63,OG,JerAx,4,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526857,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
64,OG,Fly,5,Captains Draft 4.0,3,"$37,500",2018-01-04,2018-01-07,1180.1701596094972,1238.0753683526857,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,,1169.7621471664936,1223.0726636736065,1845.3912007952035,2105.2927108161125,,103.96060400836356,1840.0580767509623,1947.3214471663387,42.90534816615058,
65,Team Empire,Silent,1,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433727,1086.8498743542368,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405146,1047.6562313953004,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
66,Team Empire,Fn,2,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433727,1086.8498743542368,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405146,1047.6562313953004,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
67,Team Empire,Ghostik,3,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433727,1086.8498743542368,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405146,1047.6562313953004,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
68,Team Empire,Russia,4,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433727,1086.8498743542368,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405146,1047.6562313953004,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
69,Team Empire,Miposhka,5,Captains Draft 4.0,5,"$12,000",2018-01-04,2018-01-07,1050.1525016433727,1086.8498743542368,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,,1028.7837781405146,1047.6562313953004,1542.5545749409139,1841.3211805469753,,119.50664224242456,1726.886255516717,1838.1771349880287,44.5163517885247,
70,Vici Gaming,Paparazi?,1,Captains Draft 4.0,2,"$69,000",2018-01-04,2018-01-07,1236.5361454539748,1343.0773494846194,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,,1271.1792601926911,1397.9281098280978,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,
71,Vici Gaming,Ori,2,Captains Draft 4.0,2,"$69,000",2018-01-04,2018-01-07,1236.5361454539748,1343.0773494846194,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,,1271.1792601926911,1397.9281098280978,2019.9457477831688,2183.490862607664,,65.4180459297981,1922.7818613839981,2014.3456088981957,36.62549900567902,
